factor,factor_label,mean,std,var,min,max,skew,kurt,annualized_mean_pct,annualized_volatility_pct
MKT_RF,MKT-RF,1.2967931034482758,4.910201398444358,24.110077773284935,-11.0687,14.6451,-0.24124669552144426,0.7182376508257944,15.56151724137931,17.00943659500276
SMB,SMB,0.13854827586206883,3.09116993239807,9.555331550961888,-7.9763,5.9681,-0.43562153726982444,-0.1724750384142495,1.6625793103448259,10.708126755485418
HML_BM,HML(BM),0.5288362068965518,3.441171843534734,11.84166365673624,-6.1514,13.8087,0.8985352593011258,2.6904218776873603,6.346034482758621,11.920568941155235
EP,EP,0.25230689655172417,2.843311417915711,8.084419819249849,-7.0613,6.9829,-0.2624198065223178,0.5235132845487791,3.0276827586206903,9.849519675141433
DY,DY,-0.012089655172413824,2.950914280246851,8.707895089364792,-6.0877,6.7454,0.006988753468516368,-0.5362195423027489,-0.1450758620689659,10.22226692433618
MOM,MOM,1.2335206896551723,3.2817250422984308,10.769719253248637,-6.5318,7.1333,-0.1371235162497505,-0.6353398149867306,14.802248275862066,11.368229019464009
