asset_id,asset_name,asset_name_zh,sample_months,annualized_return_pct,annualized_volatility_pct,sharpe_ratio,max_drawdown_pct,cumulative_return_pct
allianz,Allianz Taiwan Smart,安聯台灣智慧,58,27.685115463178136,25.98290640283587,1.0243179220205352,-37.88165091981095,225.8451957296744
jko,JKO Taiwan 5Y,街口台灣5年,58,21.487597629709086,26.056927006466168,0.8277224903929431,-29.983717143583533,156.19524405446742
0050,0050 ETF,0050 ETF,58,15.023840038114145,19.649108184596294,0.7405017059994884,-31.92439862543759,96.70164917517488
